Tweet,PositiveWord,NegativeWords,TotalPostive,TotalNegative,Polarity 
tesla plant saw 450 covid cases after reopening ,nan,nan,0,0,neutral
rt allpowerfulweeb pessoalmente sou contra,nan,nan,0,0,neutral
 lexialex i was on a group phone call with a bunch of canadians who expressed that they wanted a canadian to create ,nan,nan,0,0,neutral
rt guillaumelong 3 esta exención es apoyada por muchas organizaciones de la sociedad civil médicos sin frontera oxfam partners in hea ,nan,['sin'],0,1,Negative
rt kristen arnett waiting for the vaccine like ,['like'],nan,1,0,Positive
rt cajunblueaz1 i did not know i would be waking up to snow on mountains in march beautiful ,nan,nan,1,1,neutral
rt heytammybruce lawmakers press biden admin to explain why covid positive migrants were transferred into u s m ,['positive'],nan,1,0,Positive
3 weeks off to see which player can get into the press for breaking covid rules,nan,['breaking'],0,1,Negative
rt howleyreporter when the lady generals come after me with the gates vaccine ,nan,nan,0,0,neutral
rt jacknationalist i just posted a plea to pierre poilievre to share the abundant facts that scientist s dr s amp victims of the covid va ,nan,nan,1,1,neutral
rt m2cyndy solo en este gobierno pitero un subsecretario de salud dando positivo a covid se pasea felíz con la galana en la ciudad y s ,nan,nan,0,0,neutral
 sarah stierch got my second pfizer jab early yesterday slept 8 hours last night this morning my arm is a little ,nan,nan,0,0,neutral
rt bastienjoseph si ça se trouve le covid a fait muter antoine dupont et maintenant il est encore plus fort ,nan,nan,0,0,neutral
rt dr tjricks so these vaccines are gonna wear off in less than a year you re gonna get corona season just like you get flu season yearl ,['like'],nan,1,0,Positive
couldn t agree more need immediate release of this data and how to progress along roadmap robinswannmoh hospital ,['progress'],nan,1,0,Positive
rt fifice algún doctor que me ayude con una pregunta covid urgente porfa ,nan,nan,0,0,neutral
rt harieson he needs to fuxking resign he has failed on all fronts economy security what have you has absolutely no business as pre ,nan,['failed'],0,1,Negative
rt mollyjongfast trump wants credit for creating the vaccine he refused to admit to taking ,nan,nan,1,1,neutral
 banita s no you re fundamentally misunderstanding my post you think i m trying to make a different point than i ,nan,['misunderstanding'],0,1,Negative
rt mmpadellan marco rubio voted against the covid relief bill and he s fine with the fact the gopstealsourvotes let s give marco more ,"['relief', 'fine']",nan,2,0,Positive
rt mippcivzla 13mar etiqueta del día sigamoscuidándonos a un año de la pandemia por covid 19 podemos decir que la lucha por l ,nan,nan,0,0,neutral
rt janaina3b arock4ever aqui em juazeiro do norte ce fui no medico com meu filho e como ele na epoca teve contato com avó com covid j ,nan,nan,0,0,neutral
rt mariannedavid24 senior citizens residing in colombo can make an appointment via echannelling to get the covid 19 vaccine from the colo ,nan,nan,0,0,neutral
rt doctormacias inaceptable que en méxico haya más vacunas covid y aún tengamos tanto personal de salud sin acceso dividirlos entre quie ,nan,['sin'],0,1,Negative
rt santiagocce las personas involucradas en casos corrupcion con fondos vinculados al covid deberían ser procesados por homicidio ,nan,nan,0,0,neutral
 lordcotterell baroness lizi a lot has changed since covid hilton has room service now but call and check ,nan,nan,0,0,neutral
rt eduardcor1 sigamoscuidándonos a un año de la pandemia por covid 19 podemos decir que la lucha por la salud del pueblo continúa cuidé ,nan,nan,0,0,neutral
rt ashtonpwoods i just knew it hpd does not need anymore money sylvesterturner what the hell will this do to help houstonians survive ,nan,"['not', 'hell']",0,2,Negative
rt rising serpent biden s america is south africa ,nan,nan,0,0,neutral
rt nbcnews blind americans face roadblocks booking online vaccine appointments this has been a real rough year for folks with the kind ,nan,"['blind', 'roadblocks', 'rough']",0,3,Negative
rt dawnatfox9 this i ve watched kellykleine every step of the way amp couldn t be more proud of her kelly you are also kind smart amp fun ,"['proud', 'smart', 'fun']",nan,3,0,Positive
rt adilipak abdurrahman dilipak tan sert çıkış covid diye diye uzayı işgal ettiler ,nan,nan,0,0,neutral
rt 4evernevertrump the rehabilitation of trump s covid 19 response in the media is fucking absurd we were all fucking there it was lit ,nan,"['fucking', 'absurd']",0,2,Negative
rt ong biscuit ไลน ท ทำงานแจ งว า ท ตลาดบางแค ตรวจพบ cluster asymptomatic cases covid 19 จำนวน 80 คน แต ข าวแทบไม ออกเลย,nan,nan,0,0,neutral
rt senschumer democrats delivered big bold covid relief for people and families with the americanrescueplan i was proud to stand with ,"['relief', 'proud']",nan,2,0,Positive
rt conanobrien cvs should carry a vaccine that protects against long receipts am i right people hello ,['right'],nan,1,0,Positive
 covid is taking over brazil plunges into deadliest chapter of its epidemic ,nan,['epidemic'],0,1,Negative
rt byngmez dsö fi̇zyoterapi̇stsi̇z olmaz derken 85 fizyoterapist atama sayısı yeterli değildir covid 19 sonrası günlük yaşama dönüşte en ,nan,nan,0,0,neutral
it s not a vaccine it s an experimental drug you want to be experimented on go ahead then get the jab ,nan,['not'],0,1,Negative
terrible ,nan,['terrible'],0,1,Negative
rt a1103  k0810 snow man 出演番組まとめ 3 15 有田プレビュールーム 深澤阿部宮舘渡辺佐久間 3 16 スゴ動画超人gp 岩本向井 3 17 東大王 阿部 3 19 mステ 3 21 みんなの防災教室 bs日テレ 阿部 3 2 ,nan,nan,0,0,neutral
rt palmerreport this week democrats gave you relief checks child care credit unemployment benefit extension massively expand ,"['relief', 'benefit']",nan,2,0,Positive
 childrenshd drembrace testimony by dr peter a mccullough as world leading author amp advocate of covid 19 early out ,"['leading', 'advocate']",nan,2,0,Positive
this ,nan,nan,0,0,neutral
was supposed to get the vaccine through work but nobody replied to my emails and now i have coronavirus ,['work'],nan,1,0,Positive
rt chicago police the chicago river is green again but it doesn t mean we re out of the woods just yet please continue practicing covi ,nan,nan,0,0,neutral
rt manutd es en respuesta a la pandemia por covid 19 la fundación del club hizo un enorme trabajo en estos últimos 12 meses apoyó a ,nan,nan,0,0,neutral
rt enfergestion el covid ha provocado mas trombos que la vacuna y sigues saliendo de bares,nan,nan,0,0,neutral
rt erictopol so true every wise word thanks jennifernuzzo and emilypondmph nytopinion the last thing we nee ,['wise'],nan,1,0,Positive
rt eduardcor1 sigamoscuidándonos a un año de la pandemia por covid 19 podemos decir que la lucha por la salud del pueblo continúa cuidé ,nan,nan,0,0,neutral
rt ollietheantijab the plan from bojo bankrupt the country why simple under the emergency powers act they will rob your savings you wil ,nan,"['bankrupt', 'emergency']",0,2,Negative
covid 19 is airborne so why doesn t hawaii have pandemic air quality standards ,nan,nan,0,0,neutral
rt tvmaulinos  según balance entregado este sábado se registraron 320 nuevos casos covid 19 positivos en la región del maule ,nan,nan,0,0,neutral
i m calling for senrickscott to resign for his continuous lying to the american people and theft by office ,nan,['lying'],0,1,Negative
how will us make its 255 million adults eligible for covid vaccine by may 1 ,nan,nan,0,0,neutral
rt cnnee ee uu no facilitará vacunas contra el covid 19 a nadie dijo la secretaria de prensa de la casa blanca mira sus declaraciones ,nan,nan,0,0,neutral
 leeshutterbug johnwlehman tomilahren why would i get vaccinated i had covid last year along with around 50 of ,nan,nan,0,0,neutral
ibm watson boosts vaccine campaign pinterest cl ,nan,nan,0,0,neutral
 kinsellawarren twitter connaught labs is now owned by sanofi and has a plant in ontario it has signed a deal wit ,nan,nan,0,0,neutral
rt ong biscuit ไลน ท ทำงานแจ งว า ท ตลาดบางแค ตรวจพบ cluster asymptomatic cases covid 19 จำนวน 80 คน แต ข าวแทบไม ออกเลย,nan,nan,0,0,neutral
rt cdwgwagov how a tiny startup is reinventing the dvr for the cord cutter era blockchain youtube bitcoin covid music twitter art ,nan,nan,0,0,neutral
is brazil 100 vaccinated cause if not ,nan,['not'],0,1,Negative
rt ericbillyfr info covid et donc les conséquences d un refus d actions d anticipations lors des vacances de février la situation va êt ,nan,nan,0,0,neutral
rt hughosmond hospitals are repositories of covid 19 not the community ,nan,['not'],0,1,Negative
rt maskloff le nombre de cas journaliers de covid 19 en france repart à la hausse en tutoyant les 30 000 via sp ,nan,nan,0,0,neutral
oh shit,nan,['shit'],0,1,Negative
ക വ ഡ വ ക സ ന ണ ന ന വ യ ജ ന മയക ക മര ന ന ക ത ത വ ച ച 30 പവ ൻ കവർന ന യ വത അറസ റ റ ൽ via breaking kerala,nan,['breaking'],0,1,Negative
rt felipecalderon es inaceptable y error de política sanitaria que se siga marginando de la vacunación por covid a doctoras doctores e ,nan,['error'],0,1,Negative
rt sudhinbhadoria सरक र श घ र स श र बहन mayawati ज क सल ह म नकर ग र ब और सभ स धनह न ल ग क श घ र व क स न लगव एग ,nan,nan,0,0,neutral
 johncornyn because he didn t say they ll be vaccinated by may but rather that they ll be eligible for vaccination ,nan,nan,0,0,neutral
rt undoubtedlyabot un vote on waiving patent law for life saving covid vaccines ,nan,nan,0,0,neutral
 ajloebel jeoshuacollins pietje50207323 ix9 34 potus if the military is supposed to uphold and protect the cons ,"['uphold', 'protect']",nan,2,0,Positive
 mediapartblogs mediapart ,nan,nan,0,0,neutral
rt judgeclayj all texans 50 and older are eligible for the coronavirus vaccine starting monday how can they sign up ,nan,nan,0,0,neutral
rt ong biscuit ไลน ท ทำงานแจ งว า ท ตลาดบางแค ตรวจพบ cluster asymptomatic cases covid 19 จำนวน 80 คน แต ข าวแทบไม ออกเลย,nan,nan,0,0,neutral
rt breaking911 new white farmers claim 5 billion promised to minority farmers in biden s 1 9 trillion covid relief package is a form o ,"['promised', 'relief']",nan,2,0,Positive
rt breaking911 new white farmers claim 5 billion promised to minority farmers in biden s 1 9 trillion covid relief package is a form o ,"['promised', 'relief']",nan,2,0,Positive
rt undoubtedlyabot un vote on waiving patent law for life saving covid vaccines ,nan,nan,0,0,neutral
 gregabbott tx govabbott is literally in over his head no mask no water no electricity no vaccines ranke ,nan,nan,0,0,neutral
rt hinduevola symptoms include questioning stupid decisions of government and criticising their inefficiency in dealing key issues y ,nan,"['symptoms', 'stupid', 'inefficiency', 'issues']",0,4,Negative
rt robindelespacio la ira social estalla en nápoles contra las restricciones de covid y el gobierno ciudad bloqueada ,nan,nan,0,0,neutral
rt syndrome22q1 well nbcnews the first person i will hug is my mom when i get my 2nd vaccine shot because she means the world to me ,"['well', 'hug']",nan,2,0,Positive
rt josyfernandez el cuidado de cada uno es la clave incremento de casos de personas con síntomas de covid alertan al personal médico de ,nan,nan,0,0,neutral
 gpcep il virus è del nuovo ordine mondiale altro che mascherina von der leyen dopo il covid ci sarà altro l ,nan,['virus'],0,1,Negative
rt tedlieu dear nytimes amp washingtonpost the former president hid that he got vaccinated amp had no plan for vaccine rollout and pfizer ,nan,nan,0,0,neutral
rt  fabioreis maricá é a primeira prefeitura do brasil que comprou doses de vacinas contra a covid 19 são 400 mil doses da sputnik v a ,nan,nan,0,0,neutral
rt kerrydonovanco lauren boebert just voted against the american rescue plan let s be clear what that means vaccine supplies in durang ,['clear'],nan,1,0,Positive
my 90 year old grandma had her shot of vaccine today thank you adarpoonawalla seruminstindia narendramodi for ,['thank'],nan,1,0,Positive
rt palmerreport this week democrats gave you relief checks child care credit unemployment benefit extension massively expand ,"['relief', 'benefit']",nan,2,0,Positive
 amandamarcotte as far as i m concerned if you don t get the vaccine and listen to this dummy then it s only going ,nan,['concerned'],0,1,Negative
rt caraotadigital el monstruo de la pandemia médicos venezolanos enfrentan el covid 19 en medio de condiciones precarias y el silencio d ,nan,nan,0,0,neutral
rt no  plandemia 225 000 para quién demuestre que el covid está aisaldo purificado y secuenciado la dra e investigadora sam bail ,nan,nan,0,0,neutral
rt mrtardigradeuk banning of public alcohol consumption will be an outcome of the covid hoax imo will we see the return of the speakeas ,nan,['hoax'],0,1,Negative
rt s o nuallain the decision at the wto not to suspend ip on covid vaccines is another reminder if you needed one why connolly was righ ,nan,['not'],0,1,Negative
rt heritagedataviz the states get their vaccine supply from the federal government but it s up to the states to make sure those vaccines ,nan,nan,0,0,neutral
 mikeggibbs the syndrome is continued coughing and immediate running nose natural flu is not like this ,nan,"['syndrome', 'not']",0,2,Negative
towards federal union whatshappeninginmyanmar mar13coup rapporteurun youranoncentral freya cole drsasa22222 ,nan,nan,0,0,neutral
rt mandatheginger friends a reminder bmi is garbage science but if you re bmi 30 and that makes you eligible for the vaccine whe ,nan,['garbage'],0,1,Negative
 1 beagle i was late for my flu jab by an hour had it in my head it was a particular time they were brill about it ,nan,nan,0,0,neutral
rt presidencialven especial covid 19 en venezuela 365 días de atención y control ,nan,nan,0,0,neutral
rt bridgietherease new demon just dropped,nan,['demon'],0,1,Negative
joe biden s first primetime address viewership rises to 31m fox news leads cable pack abc tops all update ,"['leads', 'tops']",nan,2,0,Positive
another day another astrazeneca vaccine clotting issue europe might be getting off easy since az stand no chance ,nan,nan,1,1,neutral
rt poulin2012 ce serait bien de connaître l origine de ce virus non la légèreté et les faiblesses de l enquête de l omc un an plus t ,nan,['virus'],0,1,Negative
 openthepubs openhospitality openthehighstreet datanotdates the problem has been in hospitals amp care homes n ,nan,['problem'],0,1,Negative
来週snow man最終回で寂しいけど 最後を飾るのがだてこじなの久々だから嬉しい nhkらじらー,nan,nan,0,0,neutral
rt rbreich i m tired of hearing about personal freedom to get others sick what about the need for collective freedom from covid ,nan,"['tired', 'sick']",0,2,Negative
rt nbcnews blind americans face roadblocks booking online vaccine appointments this has been a real rough year for folks with the kind ,nan,"['blind', 'roadblocks', 'rough']",0,3,Negative
 daandina lancetchildadol y aún falta el impacto en covid prolongado en niños creo que debería haber una reflexió ,nan,nan,0,0,neutral
 chiefs19851 washingtonpost wrong pfizer amp j amp j funded amp researched by gates foundation who 2 other world health o ,nan,['wrong'],0,1,Negative
rt sharonodea dragging yourself into work with a stinking cold and giving it to everyone else to prove your commitment ,nan,nan,2,2,neutral
this is troubling why are these people saying we ve turned a corner when today ny issued the new positive covid ca ,nan,nan,1,1,neutral
 geoffmiami ,nan,nan,0,0,neutral
rt independent vaccine booster jabs expected in autumn follow live ,nan,nan,0,0,neutral
rt cnbc germany declares a covid third wave has begun italy set for easter lockdown ,nan,nan,0,0,neutral
医師と科学者たちが欧州医薬品局に提出した 遺伝子ワクチンの承認停止要請の請願書 の内容に見る 本当の危険性 その書簡の全文 ,nan,nan,0,0,neutral
rt asb breaking breaking denmark and iceland have suspended use of astrazeneca covid vaccine over evidence of blood clots austria has ,nan,['breaking'],0,1,Negative
rt kimmangone retweet if you re ecstatic biden is overseeing the vaccine distribution and not the former guy ,nan,nan,1,1,neutral
workout dinner movie pasadena advances to red tier monday morning ,nan,nan,0,0,neutral
rt aptpaction adding 7 44m to the police this is madness the oakland city administrator is planning to use covid money to increase t ,nan,['madness'],0,1,Negative
rt qldos67 looking forward to the end of covid to sit down and have a drink with the garzas and talk about what a journey this all has be ,nan,nan,0,0,neutral
rt kirstiemallsopp anyone who is stupid enough to think the government prevented this vigil because of the risk of covid transmission rea ,nan,"['stupid', 'risk']",0,2,Negative
rt mippcivzla 𝙄𝙣𝙛𝙤 𝙧𝙢𝙖𝙩𝙚 cómo podemos evitar el covid 19 adoptando correctamente los mejores hábitos de salud y siguiendo las recom ,nan,nan,0,0,neutral
trumps future ain t what it used to be ,nan,nan,0,0,neutral
meu grupo é formado por um transhet ace e só isso eu nao tenho um grupo,nan,nan,0,0,neutral
 tedlieu nytimes washingtonpost trump doesn t deserve any credit for the vaccine rollout because his administrat ,['trump'],nan,1,0,Positive
rt bencsmoke the police are so concerned about the threat of covid 19 that at blm last summer they repeatedly kettled hundreds of people ,nan,"['concerned', 'threat']",0,2,Negative
 whathell17  ariannnn si può fare turismo in modo di sicuro di fatto l estate scorsa era quasi covid free la sard ,['free'],nan,1,0,Positive
rt radionacionalfm brasil superó a india en la cifra de contagios por covid 19 y se convirtió el segundo país con más casos positivo ,nan,nan,0,0,neutral
rt nickknudsenus how do people in this deep red west virginia town feel about the fact that zero republicans supported the covid relief b ,"['supported', 'relief']",nan,2,0,Positive
rt shamrockken eating healthy amp exercising is a great way to not get the virus but how many people are doing that building your immune s ,nan,nan,2,2,neutral
rt simpraisa torcedores do flamengo estenderam uma faixa no maracanã apimentando o fla flu octa hegemonia libertadores e mundial qu ,nan,nan,0,0,neutral
 ,nan,nan,0,0,neutral
  goda2 eevann nave si un jour je repasse par chez toi je ferai le détour normalement je devais retourner en ,nan,nan,0,0,neutral
rt onidavin i really am baffled that people idolize this robber baron ,nan,nan,1,1,neutral
rt ggooooddddoogg as soon as covid hit all liquor laws should have been suspended immediately including drinking in public,nan,nan,0,0,neutral
rt thegoodgodabove and yet today the ny times is trying to give him credit for the vaccine cancel your subscription,nan,nan,0,0,neutral
rt ikerman26 europe1 dr moji c est très juste cher collègue malheureusement hier lors de ma garde j ai eu un papi qui a fait un covid ,nan,nan,0,0,neutral
rt davidschneider today is a year since we were told that allowing covid to pass through the population was the government s plan for dea ,nan,nan,0,0,neutral
rt pyjama ceo listen sexy ,['sexy'],nan,1,0,Positive
rt octaviocrivaro esto es increíble científicos nórdicos hace 9 meses podrían tener lista una vacuna libre de patentes pero no consiguie ,nan,nan,0,0,neutral
rt undoubtedlyabot un vote on waiving patent law for life saving covid vaccines ,nan,nan,0,0,neutral
rt ecole oubliee et en france on peut blâmer macron qui n a pas écouté les scientifiques les enseignants les parents et donc maintena ,nan,nan,0,0,neutral
rt abcpolitics every living former president except former pres donald trump appeared in public service announcements urging americans ,['trump'],nan,1,0,Positive
rt 4evernevertrump the rehabilitation of trump s covid 19 response in the media is fucking absurd we were all fucking there it was lit ,nan,"['fucking', 'absurd']",0,2,Negative
 kenklippenstein patkerrane this is coming from a non ny er amp someone from the outside looking in did you watch ,nan,nan,0,0,neutral
rt revistaistoe istoégente ,nan,nan,0,0,neutral
rt rortybomb krugman does nail this right here the new child allowance ends the end of welfare as we knew it but without going back to ,['right'],nan,1,0,Positive
estamos hasta el cuello pero drenriqueparis está más preocupado de cómo queda su imagen y la del gobierno en las c ,nan,nan,0,0,neutral
 tashmcmurray 13aruss montgomeryridge i hate it was covid pi day very limited brandt s pi was my fave ,nan,"['hate', 'limited']",0,2,Negative
rt napawf 1 in 6 asian american and pacific islander voters say they or a family member have faced racism related to covid 19 asian amer ,nan,['racism'],0,1,Negative
rt  ellie 00 you can register your phone number to 999 by just texting them register this means you can text the emergency services if ,nan,['emergency'],0,1,Negative
fire him ,nan,nan,0,0,neutral
rt kdka blizzard of 93 on this date 28 years ago the storm of the century dumped a single day record of nearly 24 of snow in pittsb ,nan,['dumped'],0,1,Negative
rt jairbolsonaro o que há de mais avançado no combate ao covid na parceria brasil israel itamaratygovbr ernestofaraujo minsau ,nan,nan,0,0,neutral
now j amp j vaccine which only requires 1 dose has arrived in town as well ,['well'],nan,1,0,Positive
rt mgscarsbrook 9 dead after covid 19 outbreak at a care home in devon no cases for 1 year until residents became unwell in february ,nan,"['dead', 'outbreak', 'unwell']",0,3,Negative
rt shomburg dieser fachartikel zeigt dass die corona pandemie kein medizinisches problem ist sondern ein kollektiver wahn die klini ,nan,"['die', 'problem']",0,2,Negative
rt cagejulia au risque de me mettre tout le monde à dos je voudrais saluer le courage de corinne masiero lors de la cérémonie des cesar ,nan,nan,1,1,neutral
rt felipecalderon es inaceptable y error de política sanitaria que se siga marginando de la vacunación por covid a doctoras doctores e ,nan,['error'],0,1,Negative
rt mynamesnotgordy 8 ontario drs out of the loop on their role with vaccination rollout hillier says many tabletop exercises have been ,nan,nan,0,0,neutral
waiting on this snow ,nan,nan,0,0,neutral
 jaydslough hbomberguy vaccine is genius and here s why ,['genius'],nan,1,0,Positive
another interesting development is software engineers are part of critical infrastructure atleast in mo amp so may ,nan,nan,1,1,neutral
covid 19 a year like none other via youtube sbr podcast aafp stfm fox29philly kywnewsradio,['like'],nan,1,0,Positive
rt undoubtedlyabot un vote on waiving patent law for life saving covid vaccines ,nan,nan,0,0,neutral
it s kinda crazy that instagram can detect the word coronavirus spelled out not spoken in a tiktok i put on my st ,nan,"['crazy', 'not']",0,2,Negative
rt simpraisa torcedores do flamengo estenderam uma faixa no maracanã apimentando o fla flu octa hegemonia libertadores e mundial qu ,nan,nan,0,0,neutral
rt roninsamtripoli hahahahaha this whole psyop is pure fucking garbage travel groups hahahahaha just remember abc killed the epstein s ,nan,"['fucking', 'garbage', 'killed']",0,3,Negative
rt camileviieira relato do meu primo que é médico em sp e tá tratando as pessoas com covid acho que depois disso não precisa nem falar ,nan,nan,0,0,neutral
flexing my voice coz why not song ailee i will go to you like the first snow ,nan,nan,1,1,neutral
rt rising serpent if voter id is racist isn t vaccine id racist too ,nan,['racist'],0,1,Negative
maharashtra today recorded 15 602 fresh covid 19 cases and 88 deaths there is something seriously wrong there p ,nan,nan,1,1,neutral
rt theepicdept yes the lockdowns are what put the lead in their homes,['lead'],nan,1,0,Positive
 tanjasokrat i ovi što se ne vakcinišu pa neka malo rade po covid bolnicama koliko god da nisu ispitane do kraja ,nan,nan,0,0,neutral
rt saaan15  lo único que he hecho bien durante un año es no pillar covid,nan,nan,0,0,neutral
rt harjitsajjan we know scammers are using covid19 to take advantage of vulnerable or scared people don t fall for it if a call or an ,nan,"['vulnerable', 'scared', 'fall']",0,3,Negative
top florida dem says desantis is letting his white wealthy donors skip the covid 19 vaccine line ,"['top', 'wealthy']",nan,2,0,Positive
rt drzoehyde brazil s in trouble and the blame can be laid at the feet of its president who recently told citizens to stop whining ,nan,"['trouble', 'blame', 'whining']",0,3,Negative
per convincere mia nonna super fifona a farsi il vaccino per il covid le stiamo raccontando di tutti i personaggi c ,['super'],nan,1,0,Positive
 jairbolsonaro se não fossem os estados os cidadãos estariam morrendo de covid por que os governadores fizeram mu ,nan,nan,0,0,neutral
rt iwriteallday  that lemonade snub was so vile that i could not see straight for months after that good for her ,nan,"['snub', 'vile', 'not']",0,3,Negative
 freehaiti mon pays va de pire en pire,nan,nan,0,0,neutral
rt kktvsydney 10 26 am visibility is dropping in monument as snow is falling cowx ,nan,['falling'],0,1,Negative
rt almiabeyta thank you to the east boston health center and our chelsea city manager tom ambrosino for organizing several vaccine clin ,['thank'],nan,1,0,Positive
rt mtgreenee this is why i introduced the protect america first act ,['protect'],nan,1,0,Positive
 ctvvancouver wait 6 months and he will require everyone to have a covid passport to even leave your home to shop ,nan,nan,0,0,neutral
rt mimozdemiryemre doç dr yavuz dizdar mevcut aşı ve diğer aşılar dahil covid 19 ile ilgili gençlerin aşı olmamalarını tavsiye edi ,nan,nan,0,0,neutral
rt doctormacias inaceptable que en méxico haya más vacunas covid y aún tengamos tanto personal de salud sin acceso dividirlos entre quie ,nan,['sin'],0,1,Negative
rt  ellie 00 you can register your phone number to 999 by just texting them register this means you can text the emergency services if ,nan,['emergency'],0,1,Negative
rt chlechevalier le ministre italien de la santé qui n a pas la chance d être macroniste introduit l hydroxychloroquine dans le tr ,nan,nan,0,0,neutral
rt portalmvd militantes del pn convocan a aplauso a las 21 horas por abt y todas las víctimas del covid ,nan,nan,0,0,neutral
rt ashtoncbs4 the snow is getting closer finally it s moving in from the south and east and we should have snow falling across much o ,nan,['falling'],0,1,Negative
 sigamoscuidandonos,nan,nan,0,0,neutral
rt jm mcgrath canada will take your az vaccines joe biden no malarkey ,nan,nan,0,0,neutral
turquie covid 19 plus de 15 000 nouvelles contaminations au cours des dernières 24 heures ,nan,nan,0,0,neutral
 mariowettlaufer,nan,nan,0,0,neutral
 lieke vugts ron f mills itsme iii het is geen vaccin of vaccinatie het is een injectie mrna gentherapie die verk ,nan,['die'],0,1,Negative
rwanda vaccinated 75 056 people against covid 19 on the first day of its vaccination roll out ,nan,nan,0,0,neutral
rt oscarram97 hola quería pedirles ayuda ya que por culpa del covid 19 me quedé sin trabajo hace un par de meses tengo un hijo de año y ,nan,['sin'],0,1,Negative
rt yurielitaliano pajarobere si era por estrés y fatiga es menos riesgoso tratar enfermedades de salud mental que la infección por covi ,nan,nan,0,0,neutral
rt daverich503 if these two clowns have to go out and sell this pork riddled package pretty much means it s trash biden harris to hi ,nan,nan,1,1,neutral
 deefiance  chrismeissner heuteshow möglicherweise da gibt es den fall den ich gerade sehr interessiert beobach ,nan,['fall'],0,1,Negative
rt doctormosqueda a un año de pandemia de covid qué debemos haber aprendido abro hilo 1 transmisión ya debemos aprender que sars ,nan,nan,0,0,neutral
rt adnkronos galli terzaondata covid farà molti morti ,nan,nan,0,0,neutral
rt amandamarcotte the reason fox news is doing this is obvious they want the pandemic to continue to damage biden politically and they ,nan,['damage'],0,1,Negative
rt cciccone patiently waiting for ontario to release a coherent vaccine rollout plan ,"['patiently', 'coherent']",nan,2,0,Positive
rt vivianbercovici ceo of pfizer says he placed his bets on for vaccine rollout over other competing countries cuz of bibi i was im ,nan,nan,0,0,neutral
rt tedlieu dear nytimes amp washingtonpost the former president hid that he got vaccinated amp had no plan for vaccine rollout and pfizer ,nan,nan,0,0,neutral
rt kimmangone retweet if you re ecstatic biden is overseeing the vaccine distribution and not the former guy ,nan,nan,1,1,neutral
rt bbmorg what price for electing a jolly clownish oaf and known liar that is boris johnson as pm massive and avoidable covid death ra ,nan,"['liar', 'death']",0,2,Negative
rt vocaloidplush hatsune miku snow 2017 ver special fuwa fuwa nuigurumi plush sega ,['plush'],nan,1,0,Positive
rt lynnvaz09805365 top scientists advice on how to prevent covid 19 usa korea covid19 ,['top'],nan,1,0,Positive
rt vocesefoii eu vou deixar as coisas fluírem coisas ,nan,nan,0,0,neutral
rt kimmangone retweet if you re ecstatic biden is overseeing the vaccine distribution and not the former guy ,nan,nan,1,1,neutral
rt bobjeffhd o ministério público do mato grosso retomou o pagamento do auxílio covid para promotores e procuradores de justiça do esta ,nan,nan,0,0,neutral
 noticias veracruz miles de personas acuden a los 13 puntos de vacunación para recibir las dosis contra covid en ,nan,nan,0,0,neutral
rt aubrey huff weird that the cdcgov website has information on how to survive a zombie apocalypse may want to think again about taking ,nan,"['weird', 'zombie', 'apocalypse']",0,3,Negative
rt nygovcuomo vaccination update 21 7 of new yorkers have received at least one vaccine dose and 11 0 have completed their vaccine s ,nan,nan,0,0,neutral
rt texasdshs covid19tx update texans are slowing covid 19 with vaccines and healthytexas steps stay cautious as new strains start to ,nan,nan,0,0,neutral
rt mehdirhasan trump s incompetence dishonesty neglect conspiracism and narcissism contributed to the deaths of 400 000 people by th ,nan,"['incompetence', 'dishonesty', 'neglect']",0,3,Negative
so no election until then ,nan,nan,0,0,neutral
rt raykwong today s google doodle celebrates wu lien teh an epidemiologist who pioneered the use of face masks to control an epidemic ov ,nan,['epidemic'],0,1,Negative
rt vaughangething another record breaking day with more than 40k vaccines delivered in a single day by team wales thank you to everyone ,nan,nan,1,1,neutral
dieser fachartikel zeigt dass die corona pandemie kein medizinisches problem ist sondern ein kollektiver wahn ,nan,"['die', 'problem']",0,2,Negative
rt urgenciasemerge el emoji de jeringa se ha actualizado para eliminar la sangre lo que permite que este emoji existente sirva como un ,nan,nan,0,0,neutral
rt agencia andina tres médicos vencen el covid 19 tras permanecer en unidad de cuidados intensivos se convir ,nan,nan,0,0,neutral
 thomascorbet mo ça va être dur mais je suis rassuré l épisode bulle covid galthié n a pas laissé de trace,nan,nan,0,0,neutral
rt ecole oubliee un quart de parents ont du renoncer au droit à l education pour protéger la sante et d autres n ont surement pas pu ,nan,nan,0,0,neutral
rt estelalivera muchos de los fallecidos por covid no dejaron testamento acompáñanos hoy por adn40,nan,nan,0,0,neutral
rt geespiff i m not getting that vaccine idc how any of you feel about the vaccine or about anything at all lmao ya tryna bully peopl ,nan,"['not', 'bully']",0,2,Negative
rt gb crf02 tá rolando duas pandemias de covid e de gravidez bgl tá doido,nan,nan,0,0,neutral
say their names show their faces tell their stories notjustastatistic,nan,nan,0,0,neutral
rt teezysooskep which vaccine should i get indica or sativa,nan,nan,0,0,neutral
rt nprpolitics there is little difference between white and black americans on reluctance to take the coronavirus vaccine a new npr pbs ,nan,['reluctance'],0,1,Negative
rt jsolomonreports lawmakers press biden admin to explain why covid positive migrants were transferred into u s just the news ,['positive'],nan,1,0,Positive
 corona vaccine narendramodi pmoindia drharshvardhan mohfw india अब जब इ ड य म व क स न आ गय ह त क र ,nan,nan,0,0,neutral
